Detail ID,Title,Article,Standard Number,Wr Wrk Inst,RH Acct Number,Publisher,Pub Date,Number of Copies,Reported Value,Market,Market Period From,Market Period To,Author
10002346,Leadership and change in human services : selected readings from Wolf Wolfensberger,The Most Common Expressions of Deep Woundedness1088.89 chapter 1: The Analysis of devaluation and wounding,12345XX-84878,123456789,1000026801,,6/4/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002347,Leadership and change in human services : selected readings from Wolf Wolfensberger,Minority Groups widely devalued in Western Society,12345XX-84918,123456789,1000020998,,6/5/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002348,Leadership and change in human services : selected readings from Wolf Wolfensberger,The Most Common Expressions of Deep Woundedness1088.89 chapter 1: The Analysis of devaluation and wounding,12345XX-84920,123456789,1000024660,,6/6/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002349,Liberating faith : religious voices for justice1088.89 peace1088.89 and ecological wisdom,An Aboriginal Perspective on the Integrity of Creation,12345XX-86006,123456789,1000001577,,6/7/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002350,Liberating faith : religious voices for justice1088.89 peace1088.89 and ecological wisdom,An Aboriginal Perspective on the Integrity of Creation,12345XX-86007,123456789,1000020567,,6/8/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002351,Los Angeles times (1881- ),The Los Angeles Times,12345XX-87679,123456789,1000010063,,6/9/2019,,23.25,Univ,2015,2015,
10002352,Los Angeles times (1881- ),The Los Angeles Times,12345XX-87701,123456789,1000007253,,6/10/2019,,23.25,Univ,2015,2015,
10002353,Louisa May Alcott : a modern biography,NULL,12345XX-87740,123456789,1000008714,,6/11/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002354,Louisa May Alcott : a modern biography,NULL,12345XX-87744,123456789,1000011497,,6/12/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002355,Love and marriage in late medieval London,Love & Marriage in Late Medieval London,12345XX-87786,123456789,1000011847,,6/13/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002356,Love and marriage in late medieval London,Love & Marriage in Late Medieval London,12345XX-87788,123456789,1000020722,,6/14/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002357,Magnetic resonance imaging : principles1088.89 methods1088.89 and techniques,Two Major elements of defining spatical characteristics/MR Image quality characteristics,12345XX-88174,123456789,1000017435,,6/15/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002358,Magnetic resonance imaging : principles1088.89 methods1088.89 and techniques,Two Major elements of defining spatical characteristics/MR Image quality characteristics,12345XX-88188,123456789,1000005035,,6/16/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002359,Management guide to loss control,page 3-39--An update sequence,12345XX-89028,123456789,1000007592,,6/17/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002360,Management guide to loss control,page 3-39--An update sequence,12345XX-89044,123456789,1000016010,,6/18/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002361,Manual of neonatal care,Hirschsprung's Disease,12345XX-89441,123456789,1000014798,,6/19/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002362,Manual of neonatal care,Hirschsprung's Disease,12345XX-89443,123456789,1000008379,,6/20/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002363,Mao : a reinterpretation,,12345XX-89553,123456789,1000006747,,6/21/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002364,Mao : a reinterpretation,,12345XX-89562,123456789,1000016637,,6/22/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002365,Mapping Christian education : approaches to congregational learning,Map of Approaches to Congregational Learning and An Emerging Consensus,12345XX-89603,123456789,1000010005,,6/23/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002366,Mapping Christian education : approaches to congregational learning,Map of Approaches to Congregational Learning and An Emerging Consensus,12345XX-89605,123456789,1000009154,,6/24/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002367,Maternal & child health nursing : care of the childbearing & childrearing family,SPECIMIN COLLECTION,12345XX-90322,123456789,1000003711,,6/25/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002368,Maternal & child health nursing : care of the childbearing & childrearing family,SPECIMIN COLLECTION,12345XX-90323,123456789,1000007522,,6/26/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002369,Maternal & child health nursing : care of the childbearing & childrearing family,SPECIMIN COLLECTION,12345XX-90328,123456789,1000019010,,6/27/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002370,Maternal & child health nursing : care of the childbearing & childrearing family,SPECIMIN COLLECTION,12345XX-90329,123456789,1000016516,,6/28/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002371,Metalsmith (1980- ),Guidelines for Writing a Short Statement/ A Slip of a Good Moment,12345XX-92509,123456789,1000002067,,6/29/2019,,23.25,Univ,2015,2015,
10002372,Metalsmith (1980- ),Guidelines for Writing a Short Statement/ A Slip of a Good Moment,12345XX-92518,123456789,1000013282,,6/30/2019,,23.25,Univ,2015,2015,
10002373,Metaphors we live by,Concepts we Live By,12345XX-92577,123456789,1000014599,,7/1/2019,,23.25,Univ,2015,2015,
10002374,Metaphors we live by,Concepts we Live By,12345XX-92601,123456789,1000015279,,7/2/2019,,23.25,Univ,2015,2015,
10002375,Monthly review (1949- ),STRUCTURAL CRISIS IN THE WORL SYSTEM: WHERE DO WE GO FROM HERE? (VOL 621088.89 NO 101088.89 MARCH 2011),12345XX-94813,123456789,1000025439,,7/3/2019,,23.25,Univ,2015,2015,
10002376,Monthly review (1949- ),STRUCTURAL CRISIS IN THE WORL SYSTEM: WHERE DO WE GO FROM HERE? (VOL 621088.89 NO 101088.89 MARCH 2011),12345XX-94874,123456789,1000000969,,7/4/2019,,23.25,Univ,2015,2015,
10002377,Mother baby journal : MBJ (1996-2000 ),Mother Baby Journal,12345XX-95404,123456789,1000031336,,7/5/2019,,23.25,Univ,2015,2015,
10002378,Mother baby journal : MBJ (1996-2000 ),Mother Baby Journal,12345XX-95423,123456789,1000016575,,7/6/2019,,23.25,Univ,2015,2015,
10002379,Music in theory and practice,Assignment 7.3,12345XX-97042,123456789,1000023866,,7/7/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002380,Music in theory and practice,Assignment 7.3,12345XX-97070,123456789,1000014735,,7/8/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002381,Neonatal network : NN (1981- ),In the Absense of God: Ethics in the Modern Hospital,12345XX-98859,123456789,1000000543,,7/9/2019,,23.25,Univ,2015,2015,
10002382,Neonatal network : NN (1981- ),Temperature control: servo versus nonservo-which is best?,12345XX-98860,123456789,1000017866,,7/10/2019,,23.25,Univ,2015,2015,
10002383,Neonatal network : NN (1981- ),Teaching families from diverse cultural backgrounds,12345XX-98864,123456789,1000017957,,7/11/2019,,23.25,Univ,2015,2015,
10002384,Neonatal network : NN (1981- ),Neonatal Network vol 141088.89 no 1,12345XX-98945,123456789,1000032432,,7/12/2019,,23.25,Univ,2015,2015,
10002385,Neonatal network : NN (1981- ),In the Absense of God: Ethics in the Modern Hospital,12345XX-99238,123456789,1000027999,,7/13/2019,,23.25,Univ,2015,2015,
10002386,Neonatal network : NN (1981- ),Temperature control: servo versus nonservo-which is best?,12345XX-99239,123456789,1000019988,,7/14/2019,,23.25,Univ,2015,2015,
10002387,Neonatal network : NN (1981- ),Teaching families from diverse cultural backgrounds,12345XX-99243,123456789,1000003216,,7/15/2019,,23.25,Univ,2015,2015,
10002388,Neonatal network : NN (1981- ),Neonatal Network vol 141088.89 no 1,12345XX-99324,123456789,1000023978,,7/16/2019,,23.25,Univ,2015,2015,
10002389,New material as new media : the Fabric Workshop and Museum,,12345XX-100651,123456789,1000005424,,7/17/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002390,New material as new media : the Fabric Workshop and Museum,,12345XX-100654,123456789,1000002399,,7/18/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002391,NFPA journal (1991- ),Why is Testing so Important?,12345XX-101213,123456789,1000026802,,7/19/2019,,23.25,Univ,2015,2015,
10002392,NFPA journal (1991- ),Why is Testing so Important?,12345XX-101354,123456789,1000006809,,7/20/2019,,23.25,Univ,2015,2015,
10002393,Nicomachean ethics,Aristotle: Nicomachean ethics,12345XX-101474,123456789,1000034510,,7/21/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002394,Nicomachean ethics,Aristotle: Nicomachean ethics,12345XX-101475,123456789,1000010061,,7/22/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002395,Numerical discourses of the Buddha : A?nguttara nik?aya : an anthology of Suttas from the Anguttara nik?aya,TO THE KALAMAS,12345XX-102311,123456789,1000023353,,7/23/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002396,Numerical discourses of the Buddha : A?nguttara nik?aya : an anthology of Suttas from the Anguttara nik?aya,TO THE KALAMAS,12345XX-102313,123456789,1000010006,,7/24/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002397,Nurse educator (1976- ),The intimate dialogue: Journal writing by students,12345XX-102328,123456789,1000027853,,7/25/2019,,23.25,Univ,2015,2015,
10002398,Nurse educator (1976- ),The intimate dialogue: Journal writing by students,12345XX-102343,123456789,1000011637,,7/26/2019,,23.25,Univ,2015,2015,
10002399,Nursing & health care : official publication of the National League for Nursing (1980-1994),Curriculum Revolution: Reflective Minds and Empowering Relationships,12345XX-102423,123456789,1000021959,,7/27/2019,,23.25,Univ,2015,2015,
10002400,Nursing & health care : official publication of the National League for Nursing (1980-1994),Curriculum Revolution: Reflective Minds and Empowering Relationships,12345XX-102428,123456789,1000019340,,7/28/2019,,23.25,Univ,2015,2015,
10002401,Nursing & health care : official publication of the National League for Nursing (1980-1994),Curriculum Revolution: Reflective Minds and Empowering Relationships,12345XX-102438,123456789,1000024454,,7/29/2019,,23.25,Univ,2015,2015,
10002402,Nursing & health care : official publication of the National League for Nursing (1980-1994),Curriculum Revolution: Reflective Minds and Empowering Relationships,12345XX-102443,123456789,1000004154,,7/30/2019,,23.25,Univ,2015,2015,
10002403,Nursing (1971- ),Nursing,12345XX-102919,123456789,1000029767,,7/31/2019,,23.25,Univ,2015,2015,
10002404,Nursing (1971- ),Nursing 53(4),12345XX-102981,123456789,1000015749,,8/1/2019,,23.25,Univ,2015,2015,
10002405,Nursing (1971- ),Nursing 99,12345XX-102984,123456789,1000018904,,8/2/2019,,23.25,Univ,2015,2015,
10002406,Nursing (1971- ),Monitoring Brain Tissue Oxygenation after Severe Traumatic Brain Injury,12345XX-103000,123456789,1000030302,,8/3/2019,,23.25,Univ,2015,2015,
10002407,Nursing (1971- ),After Cardiopulmonary Bypass: Watching for Complications,12345XX-103002,123456789,1000022161,,8/4/2019,,23.25,Univ,2015,2015,
10002408,Nursing (1971- ),Puzzled by Continuous Cardiac Output Monitoring?,12345XX-103003,123456789,1000034420,,8/5/2019,,23.25,Univ,2015,2015,
10002409,Nursing (1971- ),Critical Thinking: Taking the Road Less Travelled,12345XX-103044,123456789,1000011959,,8/6/2019,,23.25,Univ,2015,2015,
10002410,Nursing (1971- ),Letting the Family In During a Code,12345XX-103048,123456789,1000000236,,8/7/2019,,23.25,Univ,2015,2015,
10002411,Nursing (1971- ),Critical Thinking: Taking the Road Less Travelled,12345XX-103090,123456789,1000003672,,8/8/2019,,23.25,Univ,2015,2015,
10002412,Nursing (1971- ),Letting the Family In During a Code,12345XX-103091,123456789,1000015246,,8/9/2019,,23.25,Univ,2015,2015,
10002413,Nursing (1971- ),Critical Thinking: Taking the Road Less Travelled,12345XX-103284,123456789,1000033875,,8/10/2019,,23.25,Univ,2015,2015,
10002414,Nursing (1971- ),Letting the Family In During a Code,12345XX-103285,123456789,1000010447,,8/11/2019,,23.25,Univ,2015,2015,
10002415,Nursing (1971- ),Nursing,12345XX-103914,123456789,1000003519,,8/12/2019,,23.25,Univ,2015,2015,
10002416,Nursing (1971- ),Nursing 53(4),12345XX-103976,123456789,1000000305,,8/13/2019,,23.25,Univ,2015,2015,
10002417,Nursing (1971- ),Nursing 99,12345XX-103979,123456789,1000020269,,8/14/2019,,23.25,Univ,2015,2015,
10002418,Nursing (1971- ),Monitoring Brain Tissue Oxygenation after Severe Traumatic Brain Injury,12345XX-103995,123456789,1000011533,,8/15/2019,,23.25,Univ,2015,2015,
10002419,Nursing (1971- ),After Cardiopulmonary Bypass: Watching for Complications,12345XX-103997,123456789,1000028401,,8/16/2019,,23.25,Univ,2015,2015,
10002420,Nursing (1971- ),Puzzled by Continuous Cardiac Output Monitoring?,12345XX-103998,123456789,1000005446,,8/17/2019,,23.25,Univ,2015,2015,
10002421,Nursing (1971- ),Critical Thinking: Taking the Road Less Travelled,12345XX-104039,123456789,1000014895,,8/18/2019,,23.25,Univ,2015,2015,
10002422,Nursing (1971- ),Letting the Family In During a Code,12345XX-104043,123456789,1000002236,,8/19/2019,,23.25,Univ,2015,2015,
10002423,Nursing (1971- ),Critical Thinking: Taking the Road Less Travelled,12345XX-104085,123456789,1000031628,,8/20/2019,,23.25,Univ,2015,2015,
10002424,Nursing (1971- ),Letting the Family In During a Code,12345XX-104086,123456789,1000007753,,8/21/2019,,23.25,Univ,2015,2015,
10002425,Nursing (1971- ),Critical Thinking: Taking the Road Less Travelled,12345XX-104279,123456789,1000023101,,8/22/2019,,23.25,Univ,2015,2015,
10002426,Nursing (1971- ),Letting the Family In During a Code,12345XX-104280,123456789,1000024937,,8/23/2019,,23.25,Univ,2015,2015,
10002427,Nursing and health care,Curriculum Revolution: Reflective Minds and Empowering Relationships,12345XX-104463,123456789,1000019669,,8/24/2019,,23.25,Univ,2015,2015,
10002428,Nursing and health care,Curriculum Revolution: Reflective Minds and Empowering Relationships,12345XX-104469,123456789,1000024964,,8/25/2019,,23.25,Univ,2015,2015,
10002429,Nursing education perspectives (2002- ),I AM A NURSE:  NURSING STUDENTS LEARN THE ART AND SCIENCE OF NURSING,12345XX-104595,123456789,1000028239,,8/26/2019,,23.25,Univ,2015,2015,
10002430,Nursing education perspectives (2002- ),I AM A NURSE:  NURSING STUDENTS LEARN THE ART AND SCIENCE OF NURSING,12345XX-104642,123456789,1000030235,,8/27/2019,,23.25,Univ,2015,2015,
10002431,Nursing made incredibly easy! (2003- ),Every breath you take: Making sense of breath sounds,12345XX-104787,123456789,1000003047,,8/28/2019,,23.25,Univ,2015,2015,
10002432,Nursing made incredibly easy! (2003- ),Every breath you take: Making sense of breath sounds,12345XX-105037,123456789,1000011489,,8/29/2019,,23.25,Univ,2015,2015,
10002433,Nursing management (1981- ),Service Teams In The Perioperative Setting,12345XX-105317,123456789,1000029768,,8/30/2019,,23.25,Univ,2015,2015,
10002434,Nursing management (1981- ),Though-full Nursing Practice,12345XX-105330,123456789,1000003257,,8/31/2019,,23.25,Univ,2015,2015,
10002435,Nursing management (1981- ),Service Teams In The Perioperative Setting,12345XX-105373,123456789,1000032463,,9/1/2019,,23.25,Univ,2015,2015,
10002436,Nursing management (1981- ),Though-full Nursing Practice,12345XX-105386,123456789,1000009911,,9/2/2019,,23.25,Univ,2015,2015,
10002437,O.R. manager,OR manager 10(7),12345XX-105680,123456789,1000028011,,9/3/2019,,23.25,Univ,2015,2015,
10002438,O.R. manager,New research looks at ergonimic stresses on operating room staff,12345XX-105692,123456789,1000014134,,9/4/2019,,23.25,Univ,2015,2015,
10002439,O.R. manager,OR manager 10(7),12345XX-105703,123456789,1000025332,,9/5/2019,,23.25,Univ,2015,2015,
10002440,O.R. manager,New research looks at ergonimic stresses on operating room staff,12345XX-105715,123456789,1000009619,,9/6/2019,,23.25,Univ,2015,2015,
10002441,Objective IELTS.: self-study student's book,,12345XX-105882,123456789,1000023104,,9/7/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002442,Objective IELTS.: self-study student's book,,12345XX-105883,123456789,1000017218,,9/8/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002443,Objective IELTS.: self-study student's book,,12345XX-105890,123456789,1000032349,,9/9/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002444,Objective IELTS.: self-study student's book,,12345XX-105934,123456789,1000026407,,9/10/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002445,Objective IELTS.: self-study student's book,,12345XX-105935,123456789,1000007785,,9/11/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002446,Objective IELTS.: self-study student's book,,12345XX-105942,123456789,1000006188,,9/12/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002447,Occupational and environmental health : recognizing and preventing disease and injury,hematological disorders,12345XX-106066,123456789,1000013046,,9/13/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002448,Occupational and environmental health : recognizing and preventing disease and injury,Hepatic Disorders,12345XX-106067,123456789,1000023308,,9/14/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002449,Occupational and environmental health : recognizing and preventing disease and injury,Renal and Bladder Disorders,12345XX-106068,123456789,1000028899,,9/15/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002450,Occupational and environmental health : recognizing and preventing disease and injury,hematological disorders,12345XX-106095,123456789,1000025092,,9/16/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002451,Occupational and environmental health : recognizing and preventing disease and injury,Hepatic Disorders,12345XX-106096,123456789,1000034338,,9/17/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002452,Occupational and environmental health : recognizing and preventing disease and injury,Renal and Bladder Disorders,12345XX-106097,123456789,1000025006,,9/18/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002453,Occupational and environmental health : recognizing and preventing disease and injury,hematological disorders,12345XX-106105,123456789,1000000257,,9/19/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002454,Occupational and environmental health : recognizing and preventing disease and injury,Hepatic Disorders,12345XX-106106,123456789,1000022209,,9/20/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002455,Occupational and environmental health : recognizing and preventing disease and injury,Renal and Bladder Disorders,12345XX-106107,123456789,1000024044,,9/21/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002456,Occupational and environmental health : recognizing and preventing disease and injury,hematological disorders,12345XX-106134,123456789,1000023862,,9/22/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002457,Occupational and environmental health : recognizing and preventing disease and injury,Hepatic Disorders,12345XX-106135,123456789,1000003518,,9/23/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002458,Occupational and environmental health : recognizing and preventing disease and injury,Renal and Bladder Disorders,12345XX-106136,123456789,1000009767,,9/24/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002459,On the strange place of religion in contemporary art,The strange place of religion in contemporary art,12345XX-107320,123456789,1000023839,,9/25/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002460,On the strange place of religion in contemporary art,The strange place of religion in contemporary art,12345XX-107321,123456789,1000024659,,9/26/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002461,Organizational behavior and human performance (1966-1984),p.3-4-Exhibit 13.3 Interpresonal Conflict Management Styles,12345XX-108239,123456789,1000010156,,9/27/2019,,23.25,Univ,2015,2015,
10002462,Organizational behavior and human performance (1966-1984),p.3-4-Exhibit 13.3 Interpresonal Conflict Management Styles,12345XX-108244,123456789,1000024932,,9/28/2019,,23.25,Univ,2015,2015,
10002463,Orthopedic nursing (1982- ),Medicating Young or Very Young Patients - Part 1,12345XX-108593,123456789,1000030871,,9/29/2019,,23.25,Univ,2015,2015,
10002464,Orthopedic nursing (1982- ),Medicating Young or Very Young Patients - Part 1,12345XX-108647,123456789,1000033402,,9/30/2019,,23.25,Univ,2015,2015,
10002465,Peace and conflict,PEACE & CONFLICT STUDIES1088.89 VOL. 61088.89 SPECIAL EDITION1088.89 NOV. 1999,12345XX-110268,123456789,1000019528,,10/1/2019,,23.25,Univ,2015,2015,
10002466,Peace and conflict,PEACE & CONFLICT STUDIES1088.89 VOL. 61088.89 SPECIAL EDITION1088.89 NOV. 1999,12345XX-110272,123456789,1000027220,,10/2/2019,,23.25,Univ,2015,2015,
10002467,Pediatric nursing (1975- ),Mommy first,12345XX-110615,123456789,1000012947,,10/3/2019,,23.25,Univ,2015,2015,
10002468,Pediatric nursing (1975- ),Pediatric nursing 31(2),12345XX-110638,123456789,1000011556,,10/4/2019,,23.25,Univ,2015,2015,
10002469,Pediatric nursing (1975- ),Organ transplantation in infants and children--necessity or choice: the case of K'aila Paulette,12345XX-110681,123456789,1000023401,,10/5/2019,,23.25,Univ,2015,2015,
10002470,Pediatric nursing (1975- ),Mommy First,12345XX-110696,123456789,1000025121,,10/6/2019,,23.25,Univ,2015,2015,
10002471,Pediatric nursing (1975- ),Mommy first,12345XX-110783,123456789,1000021202,,10/7/2019,,23.25,Univ,2015,2015,
10002472,Pediatric nursing (1975- ),Pediatric nursing 31(2),12345XX-110806,123456789,1000017720,,10/8/2019,,23.25,Univ,2015,2015,
10002473,Pediatric nursing (1975- ),Organ transplantation in infants and children--necessity or choice: the case of K'aila Paulette,12345XX-110849,123456789,1000006422,,10/9/2019,,23.25,Univ,2015,2015,
10002474,Pediatric nursing (1975- ),Mommy First,12345XX-110864,123456789,1000017180,,10/10/2019,,23.25,Univ,2015,2015,
10002475,Pediatrics (1948- ),The Efficacy of Noncontact Oxyhen Delivery Methods,12345XX-110950,123456789,1000024511,,10/11/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002476,Pediatrics (1948- ),The Efficacy of Noncontact Oxyhen Delivery Methods,12345XX-110970,123456789,1000026571,,10/12/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002477,Personality and psychological assessment,PSY2550B,12345XX-111565,123456789,1000014441,,10/13/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002478,Personality and psychological assessment,PSY2550B,12345XX-111571,123456789,1000014715,,10/14/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002479,Philosophy for beginners,COMTE CARTOONS FROM RICHARD OSBORNE,12345XX-112639,123456789,1000024583,,10/15/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002480,Philosophy for beginners,COMTE CARTOONS FROM RICHARD OSBORNE,12345XX-112644,123456789,1000026803,,10/16/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002481,Places (1983- ),Caring about Places,12345XX-113510,123456789,1000016388,,10/17/2019,,23.25,Univ,2015,2015,
10002482,Places (1983- ),Caring about Places,12345XX-113518,123456789,1000002053,,10/18/2019,,23.25,Univ,2015,2015,
10002483,Planetizen newswire,Planetizen,12345XX-113588,123456789,1000021803,,10/19/2019,,23.25,Univ,2015,2015,
10002484,Planetizen newswire,Planetizen,12345XX-113589,123456789,1000018959,,10/20/2019,,23.25,Univ,2015,2015,
10002485,Planetizen newswire,Planetizen,12345XX-113592,123456789,1000009217,,10/21/2019,,23.25,Univ,2015,2015,
10002486,Planetizen newswire,Planetizen,12345XX-113593,123456789,1000020536,,10/22/2019,,23.25,Univ,2015,2015,
10002487,Planetizen newswire,Planetizen,12345XX-113595,123456789,1000016235,,10/23/2019,,23.25,Univ,2015,2015,
10002488,Planetizen newswire,Planetizen,12345XX-113626,123456789,1000028916,,10/24/2019,,23.25,Univ,2015,2015,
10002489,Planetizen newswire,Planetizen,12345XX-113627,123456789,1000011631,,10/25/2019,,23.25,Univ,2015,2015,
10002490,Planetizen newswire,Planetizen,12345XX-113630,123456789,1000031285,,10/26/2019,,23.25,Univ,2015,2015,
10002491,Planetizen newswire,Planetizen,12345XX-113631,123456789,1000007959,,10/27/2019,,23.25,Univ,2015,2015,
10002492,Planetizen newswire,Planetizen,12345XX-113633,123456789,1000024872,,10/28/2019,,23.25,Univ,2015,2015,
10002493,Plastic surgical nursing : official journal of the American Society of Plastic and Reconstructive Surgical Nurses,Critical Thinking: Taking the Road Less Travelled,12345XX-113761,123456789,1000023331,,10/29/2019,,23.25,Univ,2015,2015,
10002494,Plastic surgical nursing : official journal of the American Society of Plastic and Reconstructive Surgical Nurses,Getting honest about anesthesia awareness,12345XX-113768,123456789,1000019275,,10/30/2019,,23.25,Univ,2015,2015,
10002495,Plastic surgical nursing : official journal of the American Society of Plastic and Reconstructive Surgical Nurses,Getting honest about anesthesia awareness,12345XX-113770,123456789,1000001330,,10/31/2019,,23.25,Univ,2015,2015,
10002496,Plastic surgical nursing : official journal of the American Society of Plastic and Reconstructive Surgical Nurses,Getting honest about anesthesia awareness,12345XX-113773,123456789,1000014378,,11/1/2019,,23.25,Univ,2015,2015,
10002497,Plastic surgical nursing : official journal of the American Society of Plastic and Reconstructive Surgical Nurses,Critical Thinking: Taking the Road Less Travelled,12345XX-113779,123456789,1000024562,,11/2/2019,,23.25,Univ,2015,2015,
10002498,Plastic surgical nursing : official journal of the American Society of Plastic and Reconstructive Surgical Nurses,Getting honest about anesthesia awareness,12345XX-113786,123456789,1000012739,,11/3/2019,,23.25,Univ,2015,2015,
10002499,Plastic surgical nursing : official journal of the American Society of Plastic and Reconstructive Surgical Nurses,Getting honest about anesthesia awareness,12345XX-113788,123456789,1000016158,,11/4/2019,,23.25,Univ,2015,2015,
10002500,Plastic surgical nursing : official journal of the American Society of Plastic and Reconstructive Surgical Nurses,Getting honest about anesthesia awareness,12345XX-113791,123456789,1000017388,,11/5/2019,,23.25,Univ,2015,2015,
10002501,Power politics,YOU FIT INTO ME; AFTER THE AGONY,12345XX-115795,123456789,1000026102,,11/6/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002502,Power politics,YOU FIT INTO ME; AFTER THE AGONY,12345XX-115802,123456789,1000012000,,11/7/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002503,Practical casting : a studio reference,Flexible Molds,12345XX-115929,123456789,1000011521,,11/8/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002504,Practical casting : a studio reference,Flexible Molds,12345XX-115937,123456789,1000016224,,11/9/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002505,Practical loss control leadership : the conservation of people1088.89 property1088.89 process1088.89 and profits.,page3-40: Figure 3-2 Steps in Managing Risk,12345XX-116011,123456789,1000000322,,11/10/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002506,Practical loss control leadership : the conservation of people1088.89 property1088.89 process1088.89 and profits.,page 11-3--Table: Common Risks,12345XX-116012,123456789,1000027957,,11/11/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002507,Practical loss control leadership : the conservation of people1088.89 property1088.89 process1088.89 and profits.,Page3-22: Image,12345XX-116013,123456789,1000016904,,11/12/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002508,Practical loss control leadership : the conservation of people1088.89 property1088.89 process1088.89 and profits.,page3-40: Figure 3-2 Steps in Managing Risk,12345XX-116093,123456789,1000006357,,11/13/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10002509,Practical loss control leadership : the conservation of people1088.89 property1088.89 process1088.89 and profits.,page 11-3--Table: Common Risks,12345XX-116094,123456789,1000029769,,11/14/2019,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
